Video_ID	Category	Rating	Length_Of_Video	No_of_views	Uploader	No_Of_Rating
RtXybp7PtE4	Science & Technology	4.35	82	101801	timurmurmur	55
Bw_WgYo8Dbc	Howto & Style	4.62	497	331543	bbfreebie	377
k99FN0CVOyM	Science & Technology	0	46	426	xnetmaniax	0
v2Vhlg6s2B0	People & Blogs	3.43	102	8151	jigitz	44
p78IR6m30oA	Entertainment	1	86	497	mkers99	1
bnJF2dqX6_M	People & Blogs	4.19	237	1967	WasteTimeChasingCars	36
Fne-iaW2Mec	Music	5	240	161	findthekey14	3
KuTOzUEZlD4	Science & Technology	4	96	209	Dcavolli	1
oSE_Ff1gILU	Science & Technology	0	35	83	1mResponder	0
zaW22HTRkvY	Science & Technology	1	56	269	davidisbetterthenyou	3
f0Vh2vdeGJs	Science & Technology	5	30	35	puebloplug	2
n_bPIvCUk3k	Film & Animation	2.33	47	802	JoanneKittccdqml	3
2-uFLo45Qus	Science & Technology	0	18	86	iRespond2U	0
9siYskifAJY	Entertainment	5	7	168	BlockBusterCo	3
bd6Og1-uMN4	Entertainment	2.33	122	1110	webigman22	6
yKQ0zz_oFnI	Science & Technology	3	348	277	macbookairmaster	2
gAtFNR36Guw	Science & Technology	4.69	68	274	Juiceblogs	13
bInw8dLfRPg	Howto & Style	0	5	152	theshaggyskinhead	0
gRy8LTeQtBw	Entertainment	4.29	394	1061	macmostvideo	7
q5A5pCvAgIw	Science & Technology	4.11	181	34891	musicvideos08	62
izo9_L8DPLs	Entertainment	5	20	484	punjabibloodfk	2
yyZdurhVokU	Film & Animation	2.73	30	11979	Whatsthehub	22
jHOOL-d7qoY	Entertainment	0	19	21	GettyProductions06	0
2E9EFGhl-9c	Comedy	3.48	108	48625	RotteArmija	323
fVHpd0KsNlY	Comedy	4.16	164	12318	TeaBagProductionz	158
7m_hBv90Vc0	Comedy	2.67	171	1329	AnachronaMatthewwpir	55
9slR5N92zJU	Comedy	1.94	54	1213	soufeastlondon	51
b8nXNkdKuJI	Comedy	1.94	86	5630	choksuaker	179
tjiX6luFKeo	Comedy	2	46	6185	GamingMazterResponds	244
FPyISz-IsVg	Comedy	1.7	15	3178	puebloplug	91
s1t5oGgW6wc	Comedy	1.4	217	550	gamesboy11	20
T1dNnSuJOeU	Entertainment	4.44	304	4361	atomicsoda88	27
8a_16yvbYxE	Comedy	1.53	7	798	davidisbetterthenyou	15
_E_k0bxyJO8	Music	2.23	82	6661	sp33dvidios	257
9zChra3Jtsw						
e3xLWmRHMfY	Comedy	1.45	60	2853	beerboy12345	83
BsbaW9M15-M	Nonprofits & Activism	2.33	212	370	chinesemobster	3
glrAA4YdEmM	Entertainment	5	69	298	chinesemobster	2
vlFRWzf9v1I	Comedy	1.35	152	1052	KarlYTHE1992th	34
#NAME?						
0ozxPRnJZ-U	Comedy	5	33	319	beefn1000	2
szJ0Cfm1h8U	Comedy	5	34	108	puebloplug	3
leLkRXXtDhY	Comedy	1.22	164	544	chidarou	36
r--isUxXPiI	Entertainment	4.2	118	12994	TraysonRubio	141
GI4vS7gJO7w	Music	2.77	123	3697	TraysonRubio	62
nNZKQ3Vp2aE	Education	1.58	26	19580	SillyChester	994
HYK84E2ivaM	Comedy	1.29	69	205	krock1616	28
nAxx9yzuvpo	Entertainment	2.64	38	906	coconado	25
f8PG1kwQ-Dw	Comedy	1.77	272	4756	skrekkgruppen244	57
4ajpZLYOYCw	Comedy	1.5	131	2186	pman776	62
8GwutAcFX-o	Comedy	1.43	254	4823	brandonnajera44	103
optxJSwN5Iw	Comedy	1.39	12	655	rsivracer	31
uZXrIw_is6E	Comedy	1.55	158	1589	thtguy23	67
KnoNr4Bw62s	Comedy	0	7	45	iRespond2U	0
CCLiZNraIuw	Comedy	1.3	51	1216	keith3600	82
Exwt0pHji3w	Comedy	1.25	66	4790	TheCoreyHour	163
4CTYAkuCLzc	Entertainment	2.71	45	643	chingchongchinese	7
jSa-oW2h_Es	Comedy	1.11	30	2500	davidisbetterthenyou	113
OMz1I7gSTi0	Comedy	1.08	90	550	pman776	26
xRBAoESGGEk	Comedy	1	22	1035	sadlerocks19	24
0GMzzp_nJbw	Comedy	4.74	247	2102333	smosh	20514
MjHP7JROj8k	People & Blogs	4.75	119	602	batermaster77	4
kxhdA5pB7f4	Comedy	1.25	13	377	vivalabam454	16
UW_1CvDFYVg	Comedy	4.11	135	721641	mileymandy	5776
3lj0uSB2Qs8	Comedy	3.71	509	1849	AlfredoFoX007	14
r87qmzmgy_k	Entertainment	3.3	296	9400	emilykatandkaty	81
jWUVtoamdOY	Comedy	4.2	94	41036	mom2allison	158
G5eVTQjUbVU	Comedy	3.56	274	4254	AshleyTisdale4EverX	16
M3pAXdYk2ns	Comedy	0	184	205	hgesse1120	0
CdpkTKmILJc	Comedy	2.98	130	3693	NicolasIsReal	42
LsGU_kjTaKI	Comedy	0	107	236	strangeperson1234	0
rTECT7I8AH4	Comedy	3	44	561	jessicabillie	2
Bxrf90orhNE	Comedy	2	155	803	swimmerfun1	1
DOTTmi8CXOM	Comedy	2.12	418	1015	jlomarda	16
cGfR5epTmu8	Music	3	92	883	coolfrog101	2
SaKST2SrVvs	Comedy	0	265	27	rockinmarissa134	0
0pr7TkYVVAg	Comedy	0	509	44	aFurryHatGuy	0
Cgx0LnnXFO4	Entertainment	4.72	509	1260	mileycyrushomepagess	39
2h8nqVzP3j4	People & Blogs	3.14	508	155	minchkin77	7
tyfxM1WImb8	Comedy	0	509	105	BuckyKentucky06	0
jIxuHobFgEo						
lQtSfbJiqqE	Comedy	3.71	135	10143	AlfredoFoX007	35
6up0iPGJidA	Comedy	3.14	135	914	Sillyprd9	7
TU4-L6nF--k	People & Blogs	0	227	43	kimvandijk	0
v_EM3z9_gY4	People & Blogs	0	18	17	lyzettesalazar	0
owGaV0uxi54	People & Blogs	3.14	9	1099	Chivalryaintdead	7
PiYdJDbCi9M	Pets & Animals	4.4	256	62308	kidblood1	77
DCUOSFywsQY	People & Blogs	1	19	98	davidisbetterthenyou	1
RdR5uqFMxyg	Entertainment	4.69	129	103646	WHATTHEBUCKSHOW	2064
ozWs6dXC_tM	Music	4.47	213	30519	TristinaLue	247
l26-BiP5SlA	Music	4.57	233	94956	davidchoimusic	1051
GY8Yk9uD1bc	Comedy	3.89	216	25089	AxolotlVids	157
Bizjbag0Em0	 UNA 	3.93	354	93449	elena019	99
BmpZ1ztfVqg	People & Blogs	4.52	650	56454	craigcoffey	23
Xv6lHwWwO3w	Music	4.85	186	1965786	tenerorso	4273
hYkuhfsoX6M	Music	4.9	660	503249	Animedreamer240	2131
Wi2TuXgebGw	Music	4.7	182	136998	trey5	322
Tz_5LHD0gXY	Film & Animation	4.86	197	44323	Kohishicool	426
rDB9zwlXrB8	Music	4.9	372	7990144	myredroom	15439
TOOY0xuQ3TU	Science & Technology	4.79	95	318872	Google	243
A7505mVOOI8	Music	3.89	199	136014	mesto4jetset	276
#NAME?	Film & Animation	4.83	238	21366	thinkslinks	58
nKrS2_7bRfM	Sports	4.68	427	348517	b4l14	447
i8Ed4wFxFWM	Science & Technology	2.33	432	591	Number1Freebies	3
wXE5frYiBO8	Nonprofits & Activism	2	10	3832	MikeDudeVlogz	4
u6lY_sNa63o	Science & Technology	3.57	199	3203	Drano63	7
t15Zk6I5HGQ	Science & Technology	0	180	226	paintballkid5000	0
Vd9kMaPsNrQ	Howto & Style	1	121	320	eckounltd93	1
ir9oucOBugE	Entertainment	4.86	413	4934	cannon777	7
#NAME?	Science & Technology	4.43	156	2799	Drano63	7
#NAME?	Howto & Style	3.4	271	203	Tastythomas897	5
GXQQfcsWaKY	People & Blogs	4.33	399	678	salc75	3
InM0kNBGryk	Howto & Style	4	150	8544	hillcrester	7
p6h3tqL5E3g	Entertainment	3.4	169	1239	Flopbuster	5
MDJ9D6Z4HGk	Music	4	119	754	techguy42	4
Wi_clDXyy2o	People & Blogs	3	93	7945	JordanRutledge01	38
LmN1Ky3bW1A	Science & Technology	2.33	199	723	Drano63	3
rxdvasZiZ2A	Science & Technology	5	199	76	Astroranagun	1
7Rgz8doVQXg	Howto & Style	5	64	244	usethistocomment	1
9zqGfbuA2uQ	Entertainment	4.14	199	872	freebies4you	7
99IxHLQbP6s	Education	5	63	5627	freeipodswiixbox360	1
inaB1DvJTg4	Entertainment	3	119	1706	StoneColdCartman	2
lyto3AubZFw	Entertainment	4.88	655	518076	machinima	6542
0lFd5HTUSt8	Entertainment	1	23	207	MontanaKilla99	7
jKnl5Yf-eEc	Entertainment	1.57	18	462	LilGreenOwnage	14
l-ZBTdLEDyg	Entertainment	1.24	47	3904	Jonaslover1023	355
EEEJK4Igy9o	Entertainment	1	20	67	disturbed764	4
LTxO_pgMqys	Entertainment	4.82	407	3731016	machinima	35352
kb8rdc-0OpQ	Entertainment	4.87	621	1134816	machinima	12763
LbbRpN2FNmw	Entertainment	4.91	512	566582	machinima	8495
iyjLnvI4yE0	Entertainment	4.88	545	786678	machinima	8040
No3e1meC-KQ	Entertainment	4.86	489	548666	machinima	5600
BzgXGACAU20	Entertainment	4.92	487	830845	machinima	8864
3IWY5MIlhiY	Entertainment	4.83	554	746413	machinima	12969
tcfgvsCScsA	Entertainment	4.91	542	630535	machinima	6287
xLJtFp1m0Lo	Entertainment	4.57	484	146761	machinima	852
JqoKuW0NS8g	Comedy	3.69	617	12375	Marutodubber	174
0eq5ImdIc7Y	Entertainment	4.22	419	45203	machinima	740
jA5cYuEycO4	Entertainment	3.9	382	67407	machinima	981
hnHQajBxeIo	Entertainment	4.28	335	124055	machinima	1305
f62bnWUgXrA	Comedy	4.05	413	3995	Trevanator72	21
CFW8Pwdxrv8	Entertainment	4.68	199	186823	machinima	927
9HjSoMZ7y7A	People & Blogs	4.79	182	8172	TRINITYCHGO	29
RvMbeVQj6Lw	People & Blogs	4.53	408	99596	TRINITYCHGO	1025
8pedwsGGGp0	People & Blogs	4.55	84	6811	TRINITYCHGO	38
ZXptgNiUgw0	People & Blogs	0	596	1637	TomoRiordan2	0
Wo6x_iIBcbo	People & Blogs	4.48	119	13746	TRINITYCHGO	62
8A04oMn6XNE	People & Blogs	4.87	336	2601	TRINITYCHGO	31
#NAME?	People & Blogs	4.56	103	4361	TRINITYCHGO	18
1RMc-HLMh4c	News & Politics	4.39	505	2142	freedomanddemocracy	18
6yOR_srOUI0	People & Blogs	4.09	195	5497	TRINITYCHGO	32
z0AeDA6uS70	People & Blogs	4.91	127	4730	ShanaKeatsdhiuu	11
4ThIdzzb0zc	People & Blogs	4.78	350	4181	TRINITYCHGO	37
zguaFD1keQ0	People & Blogs	4.2	185	3270	TRINITYCHGO	30
6q-x8zXolAA	People & Blogs	2.14	19	339	lohanaddict	7
zhES-GCD72c	News & Politics	3.57	597	883	freedomanddemocracy	14
2CBNoQhd5JM	Howto & Style	5	85	30	youlikewater	2
#NAME?	Howto & Style	2.71	15	155	puebloplug	7
Ho8b_9PemLs	People & Blogs	3	60	679	ConanOBrianFAN	14
SCs1RJqL-QE	People & Blogs	3.79	182	252	bigedude33	14
JsX9db1e7s0	People & Blogs	4.1	340	709	ConanOBrianFAN	21
nKho22Z6HKk	Science & Technology	3.4	79	277	DownIoadMaster	5
476sb1N6V10	Film & Animation	1	87	72	lisaSlaughterxvrjjh	1
lVo88qqkkPQ	Entertainment	5	534	974	Pinecone1981	2
dO0ElTizApU	People & Blogs	4.2	215	2579	Wiilov33	10
lbVnhaqP8F4	News & Politics	5	152	407	ParamountPrizes	3
ZC27cpPehBE	News & Politics	5	158	338	ParamountPrizes	2
Y1W2fZH56Zo	Entertainment	3.5	48	2376	Vidaluko	8
NVdztvwn1JI	People & Blogs	3.83	28	16400	kortsta	24
I5YpDB1Wa4Y	People & Blogs	3.88	30	935	P3rrigo	17
UeUFrDws0uI	People & Blogs	5	48	88	Shinsengumi9439	1
9VXr9GwFKOQ	People & Blogs	5	24	218	SufficientxGrace	3
T7Hih6uH4so	People & Blogs	2.33	69	205	krispink	6
rV07oaJ-cZQ	Comedy	3.64	67	102577	incorporatedfx	590
_vPeW4fQudI	People & Blogs	5	18	57	senglyy	1
b53WxCAzj14	People & Blogs	2.33	7	420	NiiNANiiNA143	3
AwsFXp84yyA	People & Blogs	1.8	147	203	theEMOofMEXICOcity	10
piOqVLyYyO4	People & Blogs	5	9	206	nyr50973	2
5ZITqcx36XQ	People & Blogs	0	14	15	sobechick	0
NoQYV72nQ6E	People & Blogs	0	59	4	TeenVictor	0
hMrX_GJ_0sE	People & Blogs	0	55	7	candyhouz	0
VQwGeFirvqc	People & Blogs	4.5	25	789	ItsMattChew	10
#NAME?	People & Blogs	4.09	15	6205	electricstormx	22
Q2J3eAZXtDU	People & Blogs	1.8	17	485	davidisbetterthenyou	5
w7-p7r2UdQU	People & Blogs	0	23	13	EmperorofAnime	0
9_XdAqF674A	People & Blogs	0	8	80	jaiarme	0
zjEfj6dlOP8	People & Blogs	0	10	25	kingshecki	0
#NAME?	People & Blogs	0	10	19	K0R3ANSHEKI	0
M1XwEpZRVb4	Sports	3.43	382	2155	fletch161087	7
Av3QQiIeVMM						
vcfFDi3Td1Y	Comedy	4.43	102	6819	fletch161087	14
AKba3bt5VD4	Howto & Style	2.77	141	4183	xpangoexpert	22
YdBItW2Dhy4	Entertainment	2.88	174	2548	fletch161087	8
crcKT39AIDc	Entertainment	3.13	31	3743	fletch161087	15
fC6CFXjmV0o	People & Blogs	3.18	40	2997	fletch161087	11
w8pch6yX16M	Entertainment	2.33	70	1010	fletch161087	3
nbQ_UbgHtPU	Entertainment	1.6	124	751	fletch161087	5
SfAV8Hg9u-o	Science & Technology	1	147	206	giftforfree	3
b8gZhP4OcYY	Howto & Style	1	56	298	phatseany	2
Ah5NiAJXutc	Science & Technology	5	134	219	ShawnGehrke	2
ufD691OJSx8	Film & Animation	0	142	13	SamanthaDaggzflgkm	0
VEzUtNj2EGM	Howto & Style	3.55	295	1752	jayrat77	11
D2u669O4RVs	Howto & Style	4.43	295	1316	jayrat77	7
LBGgtRyKR84	Howto & Style	4	295	704	jayrat77	4
cFel1Iycv-A	Howto & Style	5	295	675	jayrat77	4
AbnrktbL-iM	Howto & Style	3.86	295	2311	jayrat77	7
Cq27l7-4w4A	Howto & Style	4.2	295	1763	jayrat77	10
N3ttfrgYpRQ	Howto & Style	4.11	295	6376	jayrat77	19
MelqiMMbxDM	Education	2.88	26	28576	SammieTV	262
59iliYMc6lw	Comedy	3.03	14	6817	chanelheaven	65
uzAdFT_vtNo	People & Blogs	2.33	35	139	tavk22	3
iW93-LTgEhE	People & Blogs	4.4	229	4707	ParodyPlus	88
c_XhmsSeUSg	People & Blogs	4	207	404	Uhneed	4
JpKuu5B5jrI	People & Blogs	3.25	77	7410	PottersHouseOz	20
GRCsXHPeQ3Q	People & Blogs	4.8	69	796	Fylkor	15
nUiXxJXjekU	People & Blogs	3.04	107	13219	Legendhouse	54
Kzrttsr2kXg	People & Blogs	4	58	125	TheUnworthy	1
GcrVpiIaJos	People & Blogs	0	43	45	davidisbetterthenyou	0
xIkBF5ZUgrM	People & Blogs	2	10	99	smarteth	4
IbiFuiLdc7E	People & Blogs	0	64	47	gothicmanfuncrap	0
R_1CiAJPdoU	People & Blogs	1	17	46	Runation	2
CMoL1simXZ0	People & Blogs	1	12	35	ImaPirate123	1
m60oZKnMM9k	People & Blogs	0	6	12	1mResponder	0
HCaElWpyLCQ	People & Blogs	4.38	73	3885	dkoleary88	21
arH0k3-1KyE	People & Blogs	1	58	17	iRespond2U	1
q37-rLmzcaQ	People & Blogs	3.03	15	1542	puebloplug	30
s6IobmFqGUU	People & Blogs	3	27	138	bubbers	2
H0_uBEsmNs4	People & Blogs	0	44	8	gothicmanfuncrap	0
E-4iVJprHEE	People & Blogs	4.71	120	7427	netwinner	24
hkK4aJ5_ycw	People & Blogs	5	126	1450	netwinner	6
LbXr_l2pQxU	Science & Technology	0	229	120	TonyEnamel	0
KaHF7j-GMeA	People & Blogs	3.15	145	2824	netwinner	13
sa7rc3ySN0g	Entertainment	5	131	517	fletch161087	2
DdgzKAOXN4I	People & Blogs	2.79	35	18617	AussieFocus	34
1X_oNsalkAc	Education	5	97	63	allthatucan	2
T-oDVcSZ16w	Entertainment	2.2	123	687	iPorn100dotcom	5
MFv_UuHBZVk	Howto & Style	0	183	168	cnetrocks	0
hylb5ojXKNE	Howto & Style	5	106	170	cnetrocks	1
ewWtCpoojg8	Howto & Style	3	213	349	colt605	2
E9EOD29I-Zw	Howto & Style	3	60	670	colt615	2
A-WVsHlCY0I	Education	0	41	1078	zerocashfreebies	0
eKjegmzh9gY	Howto & Style	2.67	213	573	colt615	3
zfro9bNWy2g	Howto & Style	3	213	350	coltupthebutt	4
34GxrqaO2sE	Comedy	3.09	175	2494	nodrivetime	33
Be_pbbxveZo	Comedy	3	18	237	iRespond2U	3
jY0v32LAe9M	Music	4.2	508	580	quaz18	5
5D8yzEqm5SQ	Comedy	2.38	14	10572	MVVideos	65
nsB2jRGC8fo	Comedy	0	9	241	Tenzero2	0
Ki6tZFkHijU	Comedy	1.88	135	1868	AsthmaticHorn	17
bCgrixKVKxs	Comedy	1.62	89	5256	BIGCHTR	34
xPaPMSr9li4	Entertainment	2.33	256	1616	CBS	6
ajS3JqdhRm0	Comedy	5	213	61	natey1112	1
hH4HEA7dsLY	Comedy	1.51	55	5895	libra888	55
OfsoIFDUyao	Pets & Animals	2.43	658	8354	FreexTibet	90
M6OLC5qQxaw	People & Blogs	3	175	322	darec01y	4
WuazrgrCD9Y	Comedy	2.33	175	226	aFurryHatGuy	3
BVrmOHz7Ttw	Comedy	2.65	175	3232	royalflush04	34
xXORtE4UBrU	People & Blogs	1	8	248	imanim58	2
g7m0ZGUOIOQ	Comedy	2.6	175	439	shortywizdom	5
qePy2J-i-nw						
j9xkoM4Ljt8	Pets & Animals	4.5	28	357	jojobee77	4
TOfuaP3wSvA	 UNA 	4.76	100	33772	Hyattiee	83
tNYjHURaGGA	Pets & Animals	1	18	195	kittyqueen25	1
nrTZwzSSfaY	Comedy	3.3	33	549	Broojo02	10
cJvNS4O7MHs	Comedy	4.7	155	1841	CyanTerrorist	116
lU957nd0KaU	Comedy	4.54	78	578	VivaJimmy	26
GH4owihn5aM	Entertainment	4	54	381	F2sT	4
WArL5cV6-u0	Comedy	3.08	67	486	bowener	26
MExGrRdTWWI	Comedy	4.37	86	639	velcroFathoms	19
3DATjaOmN4Y	Comedy	2.6	25	234	thalmadion	10
waTl0Sgoa9w	People & Blogs	4.22	421	3649	Br3TV	67
B15KNtUvrSU	Comedy	3	20	155	puebloplug	2
bC9Z-CwmfGA	Comedy	2	111	205	libra888	3
Aqx-Tx0x54U	News & Politics	3.46	142	890	RyanTwin21	13
nnR8uggrCmA	Entertainment	3.29	194	396	RyanTwinComedy	7
SYYrmy8iZFg	News & Politics	3	129	1101	RyanTwin21	6
EwQfar-iD_8	People & Blogs	5	181	73	Br3TV	2
tnYea1uQ3MA	Comedy	2.14	21	310	barneygrumble	7
TnQFuS1lKHs	Comedy	4.46	210	3520	davon29588	113
VG-KNsObwh4	Comedy	4.59	108	498	Tadamun	32
FHDFh-91Jf4	Comedy	4.88	134	180	davon29588	8
#NAME?	Comedy	1.33	87	311	x3fysh	12
YRxR28BxF2o	Comedy	4.67	54	68	egl619	3
rc01OYUYLes	News & Politics	4.52	144	9466	AmericaforAll	33
-6M41YqM_xk	News & Politics	5	114	2817	topnews2008	15
2qlOLmaoYzw	News & Politics	3.44	592	6161	hiramkills	36
YfUVVxvyZ4Q	News & Politics	0	152	205	StormeDaddhnsl	0
gtyYEwQwc28	News & Politics	4.33	134	5607	Nickg716	51
ROjJtmdYirI	News & Politics	5	98	283	JoannaLloyduynsv	2
7_LNE_NGexY	News & Politics	5	106	372	CilyPudi	4
jQHE1HycxwE	News & Politics	5	140	730	hotgreg	4
jLfZtwoVyj8	News & Politics	4.76	85	3620	vericool88	37
qR28n3L4f9A	Comedy	4.37	71	5068	blaggabloogy	30
BMu9x8M1jp0	News & Politics	4.55	98	34298	HaenBlackwoodfhbdly	94
feJ_441wK0g	Entertainment	4.68	206	3552	LifeofApollos	184
Rdb8ay8NhpI	Entertainment	4.48	111	2085	gimpchrist	31
xYThvkzXofI	Entertainment	3.05	177	561	SophieJKL	19
_zHRTkww4vg	Entertainment	5	78	274	puebloplug	6
dvDu0gfomsw	Entertainment	5	51	259	SBI12	4
IUqtB2mygu0	Entertainment	3.2	48	283	hamsamblin	5
RnftQLsYWuA	People & Blogs	4.14	134	313	TheFinalView	7
2ud-81nOisw	Entertainment	4.67	30	374	harms32way	6
vqUcmZfCuZI	Entertainment	5	40	143	RussinDC	1
scX0WFukx2w	Entertainment	4.79	57	1937	ChristopherMast	98
qCQxCFaKBeA	Entertainment	4.12	68	1732	PokeAsheep	32
_yZfKA4AZXk	Entertainment	2.88	38	747	SuzySox93	16
CY6-yY3spXI	Comedy	3.64	115	1901	JAWZlicious	14
JEO_vc2UBik	Entertainment	4.38	96	4705	frecklescan	61
Mmc2pLEguXw	People & Blogs	2.67	154	144	queencherrie	3
0nsyKMyGwEM	Entertainment	2.06	7	1909	GamingMazter	17
AneqztixLjg	Entertainment	2.45	43	618	fimion	20
zO3UR7DhgEQ	Entertainment	4.39	150	894	Fenssjumper	23
uHGu0e129Rc	Entertainment	4.6	57	401	radicalmechanism	15
jPmyeMtlg4o	Entertainment	3	177	1010	hewoimwizziex3	16
#NAME?	Comedy	4.87	121	28410	SamHarrisCOM	117
o8SSGMeZpx4	Comedy	5	132	2095	Rickdguez57	3
cJcQr0OZpLw	Comedy	4.76	461	943	Raypeacockpodcast	17
MBW9Mrv4-3I	Comedy	5	74	963	CNTV121	2
1hBj2WF6YgQ	People & Blogs	5	70	91	kristinawong	2
zwhAcU0_hQM	People & Blogs	5	28	411	escombrismo	3
9lTt8_5mwTU	People & Blogs	5	136	116	christiantbailey	3
aHqXJSTKH9E	Entertainment	3	311	889	topheaded	2
hPUGtbp4kjk	Music	4.92	234	739	dillonBoxCore	13
rt1qzKberps	Entertainment	4.5	97	6459	GmnBull	8
3ENTeLPmuuc						
wXPT48Irs4M	Entertainment	4.67	584	2445	lcoco101	12
gk8yFnGwYs8	Comedy	3.52	30	10818	ReturnOfTheCrack	97
a-gSPOYp1lA	People & Blogs	5	122	391	kristinawong	2
VHTY6H9BHvU	People & Blogs	3.84	68	9837	paintballer1231	31
cg-JVu5-aJ0	Sports	2.84	99	23021	JoeCoolMan24	74
l6PtujCYsfM	Sports	3.62	277	9150	ninjamanfred	21
MGfTUUcEZQA	Sports	4.77	87	20788	dayroll	30
Is5cukgeY3o	Sports	2.83	207	5553	CubsFan1107	6
Pei4lofk_OA	Comedy	2.42	65	10095	dannycohen62	26
3cKM2ySLQXQ	Sports	4.95	162	2636	cubskickass34	62
6lAy60wrjuY	Entertainment	3.18	44	6292	mspersons	28
YlFV7LvMSM0	Sports	3.22	22	5821	mshake3	9
smoLFAlm28E	People & Blogs	3.38	80	4836	metroid1003	29
nVEQrKNuTwA	Sports	4.64	52	72390	swz03f	74
EzMrSCzK94E	Sports	4.35	57	84110	IamPablo	75
c5Y8YYruqMo	People & Blogs	3.29	20	4114	jentracikat	7
dFoSoyk3OfI	Sports	3.52	335	8789	PKHoosier	33
UY4weOJg5D0	Sports	3.2	82	4938	PriorsGirl22	20
HxQkEwKgEyc	Sports	4.48	239	8183	dvdd127	23
vmLVxBR3fG4	Sports	3	204	1626	chitowndailynews	4
CA7nIn-GjeA	Sports	4.5	214	1405	cubskickass34	16
WDceA1bjtJw	Sports	4.4	28	13019	mpanichi	35
lnDSN3gmNCo	Comedy	3.88	69	895	JMB129	8
RWKaRFOhQtU						
v99GJBSraKw	People & Blogs	1.62	22	385	davidisbetterthenyou	8
eufdPllaxS0	People & Blogs	1.69	46	1077	davidisbetterthenyou	29
iC7-AaxdcG4						
MNvUSfRHzdQ	People & Blogs	4.59	5202	760935	AtheneWins	4440
uOwhdkJcz-c	 UNA 	4.16	601	686450	AtheneWins	1536
IirmETYJOw0	People & Blogs	4.66	541	336072	AtheneWins	1491
jTpTOGljpLY	People & Blogs	4.58	851	280385	AtheneWins	1190
k3NU5WZXCKU	People & Blogs	4.08	509	626394	AtheneWins	1917
4plYL9rz_cY	People & Blogs	4.4	219	373065	AtheneWins	1101
mSgwvL4Gdyw	People & Blogs	4.16	526	500927	AtheneWins	1475
vrPgay90rtM	People & Blogs	4.67	234	474801	AtheneWins	1063
WW68Yx-_VZA	People & Blogs	4.61	554	184433	AtheneWins	1303
k8cG5eZJPzc	People & Blogs	4.73	444	78001	AtheneWins	1609
HYuSlceE98Q	People & Blogs	4.65	307	131022	AtheneWins	944
#NAME?	People & Blogs	4.74	749	115517	AtheneWins	1175
0iu0ZX7Lg1Q	People & Blogs	4.06	1208	309619	AtheneWins	1606
tjfzBfqp1UA	People & Blogs	4.24	561	273543	AtheneWins	1244
twhcvq5JIUY	People & Blogs	3.75	599	42388	hggh22	171
NmgQHYChrPw	People & Blogs	4.48	524	1301085	AtheneWins	6305
qRt-SN0kBfk	Comedy	4.7	115	13771	thelonefilmmaker	86
MADc06HfOyA	Comedy	4.69	143	12057	thelonefilmmaker	67
1nZvN00-om8	Comedy	4.71	195	6567	thelonefilmmaker	51
m1E0ScX7Cyw	Comedy	4.94	184	5015	thelonefilmmaker	48
wbM1GfjQSWA	Comedy	4.77	163	4642	thelonefilmmaker	64
UPnWr1SeAaE	Education	4.9	120	2338	thelonefilmmaker	20
_r8ewTcWLio	 UNA 	4.34	87	217431	caqtain	215
jyYam8XPM4s	News & Politics	5	31	832	aeigani	2
4mPpXALHNBY	Film & Animation	0	377	129	runeshai	0
ILCYbCcvkR4	Comedy	4.87	198	5426	thelonefilmmaker	70
ixRhRI5eXyU	Music	4.81	596	251876	kemlye1	587
qsGQ10kN_U8	Comedy	4.21	182	1725886	Paperlilies	8996
_Rg_EgN5c7g	News & Politics	0	306	567	hvkumar	0
Q7aOZ3oYf6w	Comedy	4.73	20	613049	madeinwiejska	1899
Gls2WeY0ojI	Comedy	4.82	162	4480	thelonefilmmaker	56
q_zaorCe0pw	People & Blogs	5	464	118	theshirtevent	1
s1vi-FHSY6g	News & Politics	4.48	226	11564	wbelote	75
hJH-Gtypyc8	Film & Animation	5	394	467	LoneStarFilmSociety	1
Pq8N3whQbtY	Sports	4.56	308	27306	chijingle99	36
fYRMx7ESNW8	Music	5	162	326	thetimman00	1
WdMvo0tKLFQ	Autos & Vehicles	3.67	128	896	Palesz191	3
ThPq1RRW44s	Autos & Vehicles	3	261	679	LanosDawe02	1
A6wF2yxqo5U	Autos & Vehicles	2	59	213	LanosDawe02	1
Z4A26YUsPgI	Autos & Vehicles	0	511	214	op13htv	0
ztXK9SoFeCc	Autos & Vehicles	5	202	449	Palesz191	1
GMq2j2G2W5A	Autos & Vehicles	3	386	306	BakyP	1
XXP7q_LW8QU	Autos & Vehicles	3	76	296	azoli79	2
Vev6I_m9VNI	Autos & Vehicles	5	212	234	karolyimarianna	1
XeHL9iI-tUo	Autos & Vehicles	0	306	305	webtvstudio	0
DnmO7U92DrY	Autos & Vehicles	5	595	203	op13htv	2
rRyUPrTQl5s	Autos & Vehicles	4.33	64	684	Palesz191	3
GLljTv4xja8	Autos & Vehicles	5	390	101	92Julius	1
mU40Qegsuro	Autos & Vehicles	0	161	88	Boneronymous	0
aLOdTAZW0N4	Autos & Vehicles	5	31	363	Palesz191	1
aopxJRhz0Pc	Autos & Vehicles	0	191	41	Boneronymous	0
4dK-9jLPGqc	Autos & Vehicles	5	506	1089	mmediasystem	4
HxdsazczA1Y	Travel & Events	5	97	256	madafakabiccs	3
29sIluXHyeU	Sports	4.56	255	1370917	Colpacino	1062
